ATSC6p,ATSC5i,ATSC6i,AATSC6m,AATSC7m,AATSC8m,AATSC4v,AATSC6v,AATSC7v,AATSC8v,AATSC7i,AATSC8i,AATSC6s,AATSC7s,AATSC8s,MATS8m,MATS8e,MATS8s,GATS5c,GATS6c,GATS7c,GATS8c,GATS6m,GATS8m,GATS8v,GATS5e,GATS7e,GATS8e,GATS8p,GATS4s,GATS8s,VE3_DzZ,VE3_Dzs,BCUTc-1l,BCUTp-1h,SpMax5_Bhm,SpMax6_Bhm,SpMax5_Bhv,SpMin8_Bhe,SpMax3_Bhp,SpMax1_Bhs,SCH-7,VCH-7,SC-3,SC-5,CrippenLogP,nHBd,SHBint4,SHsOH,SsssCH,StsC,minHCsats,minsCH3,minssCH2,mindsCH,mindO,minsF,maxHBd,maxHBa,maxaaCH,IC2,IC3,CIC1,CIC3,MIC0,ZMIC1,ZMIC2,MLogP,MDEC-22,MDEC-33,MDEN-12,MDEN-23,MLFER_BH,MLFER_S,MLFER_E,MLFER_L,R_TpiPCTPC,nRotB,GGI3,GGI5,TopoPSA,XLogP,FP17,FP166,FP354,FP395,FP493,FP682,FP875,FP876,FP884,FP912,FP928,ExtFP48,ExtFP99,ExtFP354,ExtFP374,ExtFP579,ExtFP685,ExtFP704,ExtFP819,ExtFP924,ExtFP931,ExtFP993,ExtFP996,GraphFP21,GraphFP73,GraphFP149,GraphFP170,GraphFP356,GraphFP402,GraphFP453,GraphFP458,GraphFP641,GraphFP780,GraphFP1016,KRFP1566,AD2D627,AD2D628,Activity
-7.379649148,-16.84314066,-21.88276548,-7.360505813,-0.216025391,4.83226167,-4.541807178,-11.87276505,-0.880911365,10.85947497,0.032607732,0.23457304,-0.137677116,-0.079024384,0.027859917,0.142572588,-0.050869374,0.027298407,1.010748653,0.949543454,0.77158298,1.10611484,1.231266959,0.868681001,0.786872507,0.981133787,0.920960202,0.765048166,0.740651715,0.956586288,0.441298107,-6.949832789,-12.45059896,-0.294886457,11.73509578,3.502415753,3.016513602,3.459492618,1.018928274,3.62339469,4.916471533,1.195145411,0.38609833,1.988181241,0.539659633,6.04247,0,0,0,0.431882831,0,0.513828499,1.938306543,0.963765983,0,0,14.83630594,0,14.83630594,2.245881677,4.828516587,5.185816304,2.155742474,0.595543409,13.13162295,48.90543827,30.82206483,3.55,20.84850966,9.890654466,0,1.253762752,1.333,2.55,3.193,15.821,7.178105005,3,2.576388889,1.084166667,38.88,4.453,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
-4.378764553,-15.82723118,-1.290344302,-12.03351289,-7.664074239,0.488706861,3.327081331,-14.85017477,-7.927283257,4.386552685,-0.016594253,0.219168336,-0.230558397,-0.251387584,-0.139273563,0.014032443,-0.062637078,-0.099890046,1.267586295,1.108665564,0.804134978,0.572508616,1.384545629,1.028935768,0.91058806,1.149457935,1.31546697,0.979992709,0.825687263,0.940231367,1.078061019,-1.565012112,-0.860243996,-0.270243984,11.53519565,2.806412578,2.750129472,2.792995694,0.648509482,3.462719952,5.144591084,0.89735446,0.31325807,1.03283944,0.372992966,4.32499,0,0,0,0.716527778,0,0.291202916,0,1.204425548,0,0,14.30455759,0,14.30455759,2.022572515,3.927451225,4.405764585,1.972047735,0.764160417,12.72709191,35.75796414,27.5425987,2.89,12.22623166,8.480997324,0,0.5,0.712,1.44,1.625,9.809,7.336917388,1,1.916666667,0.4625,17.82,4.399,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.419317843,9.514449804,28.11244701,-5.352662321,2.317118064,-5.332990533,4.718666982,-4.778193286,-3.802582852,-6.873527855,-0.421945348,-0.407400548,-0.216303107,0.316024399,-0.303262677,-0.151412817,-0.18301665,-0.121541712,0.902794234,0.739509909,0.820744389,1.358743196,1.086582841,1.146866301,1.104999501,0.795547895,0.764303465,1.120098347,1.090051537,0.870728716,1.02411506,-2.415049475,-1.461072865,-0.363317637,11.13196202,3.226370655,2.963086609,3.074329671,0.752530577,3.480657434,5.030090578,0.739975184,0.309544254,1.834265869,0.499611311,2.00698,0,0,0,0,0,0.573639082,0,0.709084899,0,12.55832424,13.53948798,0,13.53948798,1.924141681,4.553944406,4.914636848,1.679972813,0.511627907,17.1354417,43.10307296,29.2100659,2.89,12.24524114,12.8336639,0,0.577350269,2.339,3.089,2.498,13.041,9.232005141,2,2.736111111,1.059722222,58.97,2.198,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
3.044780726,2.485361208,45.70623643,-5.443923614,3.529521657,-4.878793176,7.078770271,0.307300074,-3.854124353,-4.979124062,-0.405525487,-0.292816069,-0.468559601,0.382694558,-0.406949683,-0.1371356,-0.179539542,-0.131310554,0.958781099,0.846088705,0.682153178,1.105493167,1.139777419,1.129316389,1.081715951,0.847157066,0.608868974,1.098500748,1.053973501,0.957764918,1.027032589,-2.715594426,-1.458952184,-0.363317637,11.13196202,3.235921364,3.214413816,3.09224953,0.79188248,3.631516111,5.078985141,0.739975184,0.309544254,1.834265869,0.499611311,2.73688,1,1.203785645,0.580728703,-0.377151093,0,0.4664337,0,0.474436228,0,11.29843612,13.58909411,0.580728703,13.58909411,1.835765359,4.886842188,5.376629167,1.663087194,0.208333333,17.21493897,45.50453801,27.82731875,3,12.09690114,13.97165468,0,0.577350269,2.352,3.246,2.582,14.553,8.803507194,3,3.173611111,1.295833333,87.04,2.514,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
0.611608548,-5.347191006,4.535673143,-7.999776281,-6.094229524,6.230856338,-3.096024992,-3.297878485,-5.612257172,-6.199569747,0.208494768,-0.297219381,-0.466661017,-0.408214501,-0.252058694,0.129457431,0.172214302,-0.119694734,1.104850738,1.077750424,1.017331931,0.77731536,0.993709863,1.199139361,1.354651826,1.261858326,1.253822884,0.735843411,1.280404377,1.348398071,0.930266213,-6.857168575,-7.207701604,-0.297103191,10.57226562,3.110877643,2.937533156,2.916199553,0.525519219,3.468048892,4.686104239,0.751749344,0.156562667,1.495684146,0.51417107,2.48888,0,0,0,0,0,0,0,0,0,12.47514902,0,0,12.71033175,1.884683624,4.047299098,4.513153409,1.488319292,0.344827586,22.03583553,44.78398271,33.40885479,2.34,5.508003002,10.67898454,0,1.650963624,1.748,3.157,2.63,12.226,11.47486719,1,1.902777778,0.8825,77.22,2.78,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
1.306264742,4.370506526,28.33843654,-10.18413791,-3.323924838,6.535155461,0.993229272,-3.936950496,-11.09388592,-6.909128986,-0.328560574,-0.838312093,-0.238113234,0.29034699,0.176641564,0.222669309,0.056242709,0.044531042,1.204186249,0.875182402,0.651152578,0.652800417,1.333267471,1.052830628,1.48054987,1.068344595,0.858065613,0.794532034,1.49393796,1.133432648,0.795963229,-5.396488544,-7.70384322,-0.363317637,11.13196202,3.07084498,2.728508944,2.946793819,0.398536711,3.360061339,4.837276386,0.739975184,0.309544254,1.834265869,0.499611311,2.32678,0,0,0,0,0,0,0,0,0.630206937,10.85811069,13.33738392,0,13.33738392,1.518920593,4.323161167,4.789015478,1.540380499,0.068965517,18.50327861,45.50419887,26.94406652,2.56,5.311688356,12.8336639,0,0.5,1.7,3.001,2.292,10.751,10.78171789,1,2.548611111,1.108333333,63.57,2.707,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0.33806005,1.928655868,12.87135359,-11.21153112,-3.381509957,7.790853919,0.146205506,-4.508464458,-4.324935188,-4.504298341,-0.190222036,-0.12638714,-1.000829212,-0.231851564,1.446275242,0.250574524,0.500796965,0.370790459,0.815772702,1.022393739,1.257362,0.209163594,1.341045809,0.857943266,1.213795255,0.867107207,1.051698512,0.418899575,1.128062974,0.98679347,0.523673992,-2.871598425,-3.984246835,-0.363317637,11.13196202,3.224962144,2.900144658,3.070220713,0.626566521,3.448012253,4.832514038,0.739975184,0.309544254,1.834265869,0.499611311,2.69487,1,0,0.734017747,0,0,0,0,0,0.959508516,10.62431708,13.42488761,0.734017747,13.42488761,1.594753926,4.572469459,5.087462841,1.500575,1.78E-15,18.36010691,46.76541461,27.67011087,2.67,6.973043507,13.44129183,0,0.5,1.71,2.987,2.409,12.147,10.99748201,2,2.548611111,1.191666667,83.8,3.109,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-2.771432173,23.87841493,15.18672415,-4.923338013,10.10289442,-4.309120241,3.227513363,-7.419312959,9.090064451,-9.427310661,-0.133811148,-0.577893575,-0.087233665,0.294625016,-0.300768017,-0.121122944,-0.13958221,-0.107098128,1.093122612,0.646628168,0.721153962,1.346690871,1.07428917,1.07295895,1.158299256,1.125973702,0.700811815,1.021687172,1.196120907,1.092853554,0.959947478,-3.231194612,-2.01728612,-0.363317637,11.13196202,3.230834594,3.215716496,3.077056044,0.893027278,3.625910157,5.024748911,0.739975184,0.309544254,1.834265869,0.499611311,2.31218,0,0,0,-0.287653385,0,0.4664337,1.381976388,0.497645709,0,11.99486581,13.60066905,0,13.60066905,1.838026791,4.912782032,5.319235678,1.72487474,0.265726823,17.21493897,45.1338349,27.64805808,3,9.962438289,14.60473758,0,0.577350269,2.365,3.296,2.51,14.042,8.818309651,4,3.173611111,1.348333333,76.04,2.91,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1.398957165,1.602544474,17.91016512,-5.179725672,-3.736953353,4.473544289,-2.634765179,0.720024001,-6.059091587,-7.0482419,-0.17768571,-0.170306418,-0.520735524,0.032786885,0.900925926,0.131842183,0.443929956,0.282643428,0.922781786,1.026710207,1.204578043,0.198181012,1.123782481,0.871701423,1.22006444,0.984810504,0.95006818,0.342472005,1.160111443,1.202737409,0.448485839,-2.324935933,-3.134352505,-0.363317637,11.13196202,3.226513332,3.078786587,3.08574191,0.745464359,3.458491647,4.845851026,0.739975184,0.309544254,1.834265869,0.499611311,3.17337,0,0,0,0,0,0.462238242,1.708272684,0.27016917,1.268536294,11.44584486,13.4899691,0,13.4899691,1.674402452,4.715311532,5.153055907,1.565729762,0.168872188,17.39822036,46.04339484,27.45190733,2.89,7.964626379,13.44129183,0,0.5,1.723,3.037,2.337,12.634,10.82232267,4,2.673611111,1.191666667,72.8,3.853,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
1.064284101,-0.676591408,16.67313298,-9.70579967,-7.258096178,-2.948071537,-0.999108262,-1.474238711,-5.13456621,-10.35076104,0.304980668,-0.167340739,-0.610651974,-0.488860941,0.652915519,-0.098758874,0.21918512,0.214293249,0.887934465,1.083948645,1.201048464,0.9782091,1.27815209,1.12557501,1.296894998,1.173491852,1.203858355,0.856120346,1.262040006,1.217890295,0.948603576,-7.209105388,-10.36495912,-0.331281675,10.72372226,3.116921835,3.000322972,2.967068163,0.560663961,3.499727742,4.721147861,0.716528533,0.14885415,1.707009011,0.680837737,2.54387,1,0,0.675183183,0,0,0,0,0,0,11.12517843,0,0.675183183,12.75820688,1.676351287,3.84712821,4.635006998,1.863932576,0.409387121,16.73707696,53.26583091,37.3200878,2.56,7.138539471,12.59156807,0,1.414213562,1.86,3.259,2.637,12.932,11.72747069,2,2.152777778,0.983055556,101.63,2.932,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
1.587799851,-5.054098691,16.31045162,-1.411649164,-6.720890578,1.518125318,-4.738144749,1.538021666,-4.751611068,-8.534438825,0.423465595,-0.0370859,-0.355949308,-0.438495656,-0.381448825,0.033896492,0.067794151,-0.114076557,1.007459935,0.733232434,1.09941892,1.126609559,0.915692634,0.986604526,1.188987669,1.235197831,1.148055703,0.881509374,1.160182975,1.146613495,1.084873413,-6.511566112,0.121723672,-0.297103209,10.9996798,3.127004831,3.007262199,2.974021335,0.698564956,3.676229598,4.957371251,0.710082677,0.151964985,2.717371982,0.947183772,1.03988,1,0,0,0,0,0,0,0,0,11.48809602,0,0.559630036,12.77335232,1.676150411,3.986425874,4.557854446,1.714285714,0.571428571,22.12914002,51.97880751,37.79777033,2.23,7.156150743,10.67898454,0.267261242,1.414213562,1.749,3.767,2.901,13.054,12.25644547,2,2.402777778,1.125555556,132.87,1.779,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
0.181071154,2.558880735,13.53381443,-10.28734902,-9.558683511,-0.979589039,-0.677692275,-4.889727522,-7.629504473,-9.648658477,0.269266761,-0.221445919,-0.561053241,-0.539708249,-0.270962369,-0.034082721,0.130336274,-0.081130253,1.137092982,1.024751181,1.096410095,0.993244633,1.291309019,1.077141359,1.311772679,1.316049065,1.130990384,0.870025608,1.290501673,1.209459977,1.116681594,-5.451469823,-12.39321897,-0.297103196,10.5904847,3.114641257,2.968345495,2.953240315,0.676995264,3.496496798,4.844971338,0.716528533,0.154607116,1.707009011,0.680837737,2.20768,0,0,0,0,0,0,0,0,0,10.73578121,0,0,12.72266188,1.676346356,3.75,4.375,1.836090234,0.625,17.75315825,51.57537578,38.5,2.34,7.156150743,10.67898454,0,1.321265727,1.336,3.092,2.798,12.352,11.87267049,2,2.152777778,1.0075,107.47,3.582,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
0.693704079,3.503599341,9.735798519,-4.821907395,-3.020197803,6.519693618,-0.062797984,-2.818881948,-4.393563475,-4.5655081,0.263308499,-0.222360174,-0.241939603,-0.695757159,0.447090715,0.136665255,0.188960844,0.127590559,0.913191649,1.007624009,1.252910925,0.825295604,1.00582967,1.087953601,1.251525837,0.872257809,1.191237138,0.870216112,1.209641047,1.133108991,0.922620182,-7.584623033,-9.329391493,-0.386014328,10.7016427,3.125265861,3.057510728,2.927712093,0.535796898,3.497658653,4.875178023,0.846053719,0.176707367,1.967088667,0.680837737,2.93858,1,0,0.572708531,0,0,0,0,0,0,12.528913,13.50647449,0.572708531,13.50647449,1.586623187,4.260332601,4.889680181,1.258695162,0.064516129,24.80407315,45.31029165,33.41178225,2.34,3.591951684,14.43717526,0,1.414213562,1.843,3.341,2.707,12.933,11.34257813,1,2.152777778,0.996944444,84.56,2.365,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-0.60658969,4.641588205,-11.95196976,1.473187419,-5.870668931,2.793876935,-1.220875027,-3.060941197,-6.441097059,-4.017370956,-0.083969665,-0.433773035,0.549072723,-0.080349327,-0.251147743,0.053191984,-0.077928943,-0.081047445,1.067194859,0.716843037,0.999451807,1.017320369,0.724128054,1.077900974,1.135650202,0.707653034,0.837208267,1.085779057,1.18873889,1.212628086,1.090004693,-7.271521705,-9.532642958,-0.333266498,11.06576365,3.184288905,3.053424282,2.961112562,0.695261736,3.421024165,4.912352029,0.731390414,0.168391089,1.973477616,0.631722736,2.62627,3,2.546836665,0.659950437,0,0,0.431160642,1.853792209,0.53664173,1.589075334,11.22846681,13.47772543,0.659950437,13.47772543,1.659962111,4.807009421,5.017535737,0.979454762,0.230391776,22.89133023,35.61115315,28.1521983,2.45,3.663451425,13.52808428,0,0,1.807,2.649,2.089,12.826,8.687397764,4,1.972222222,0.961944444,94.55,3.593,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1.013472352,3.482876209,11.71479381,-7.685862645,-3.570743625,7.96741822,-3.182549651,-1.696320442,-4.107272033,-5.423548167,0.180628282,-0.253639844,-0.738586711,-0.60406068,0.791602129,0.175961766,0.369802854,0.238063528,0.940234381,1.126331428,1.330154725,0.942454821,0.97948614,0.973518993,1.207055736,1.131003595,1.175258343,0.762292558,1.212736768,1.20716113,0.973138575,-8.610659079,-8.16708958,-0.297103199,10.68926892,3.260053978,3.107982267,2.955063087,0.553609897,3.505745688,4.88027232,0.76691229,0.17758853,1.912127368,0.746478878,2.86108,0,0,0,0,0,0,0,0,0,11.17774016,0,0,12.81566764,1.673950739,4.073391111,4.75,1.564308013,0.25,23.19652328,50.67154021,36.38873778,2.23,5.508003002,12.59156807,0,1.437216448,1.356,3.182,2.933,13.095,11.77538267,2,2.465277778,1.094166667,107.47,3.678,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
-0.086588922,6.323783361,11.02335259,-11.04530227,-11.48325546,-3.124985917,-0.470513241,-5.361938711,-8.88578819,-11.74241088,0.210658511,-0.361047146,-0.50949007,-0.679586253,0.512082836,-0.102890985,0.214284201,0.161546618,0.983582954,1.072230325,1.188211112,0.801552456,1.293768133,1.225881124,1.428630441,0.989741684,1.334137462,0.852654521,1.327302913,1.174724676,0.959676163,-9.247219832,-5.880669298,-0.297103197,10.54998377,3.056269567,2.739079716,2.915233159,0.535785648,3.481872138,4.790178406,0.751749344,0.145464274,1.495684146,0.51417107,2.57958,0,0,0,0,0,0,0,0,0,12.42423081,13.03689868,0,13.03689868,1.695473692,3.615061012,4.373557262,1.866666667,0.533333333,18.24176516,48.88976713,36.53068491,2.56,7.156150743,10.67898454,0,1.414213562,1.527,2.953,2.399,11.363,11.47486719,1,1.902777778,0.8825,64.33,3.654,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0.950121146,-0.684182861,10.04639632,-7.875609675,-6.252847775,2.96095636,0.066984315,-2.54143718,-6.783106913,-8.694085741,0.278672926,-0.19671967,-0.537586691,-0.566354992,-0.297935039,0.060171484,0.156966937,-0.145804399,1.20230017,1.233046858,1.050149214,0.566841065,1.089718823,1.190843726,1.365626227,1.399593676,1.295638892,0.774329336,1.261416931,1.317635303,1.083926942,-6.467292769,-9.300453617,-0.297103192,10.67507976,3.117180587,2.99257122,2.914099402,0.540075472,3.489879725,4.669083042,0.751749344,0.1664623,1.495684146,0.51417107,3.09388,0,0,0,0,0,0,0,0,0,12.50513035,0,0,12.75087664,2.026226257,3.640223929,4.481727679,1.866666667,0.425162917,20.8539401,50.19827129,37.85487781,2.56,7.138539471,11.24058363,0,1.414213562,1.527,3.035,2.652,12.179,11.46104477,1,2.027777778,0.8025,64.33,3.791,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0.994774206,-0.868968599,13.2985599,-7.820162582,-9.462104435,-3.721680834,-3.558266926,-0.153212399,-5.868837729,-10.11281385,0.235166292,-0.193485828,-0.447032716,-0.375516529,0.065639348,-0.130355826,0.151549273,0.034283573,0.916205829,1.193896756,1.120267083,0.77965658,1.201667626,1.136322197,1.291554769,1.281560861,1.307930916,0.774495082,1.246907928,1.293849245,0.95931255,-7.523822865,-5.077059216,-0.297103261,10.66926794,3.108682478,2.941416854,2.964300889,0.698452307,3.556020039,4.684116321,0.921775896,0.18692089,1.540342345,0.597504403,2.24007,1,0,0,0,0,0,0,0,0,12.58382186,0,0.501784049,12.84752016,1.842073885,4.085258227,4.680757756,1.709283999,0.363636364,16.12758049,48.72186656,34.02636249,2.56,6.500633737,12.59156807,0,1.590541458,2.015,3.447,3.065,14.182,14.60463462,1,2.034722222,0.833611111,93.01,2.592,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
0.693704079,3.503599341,9.735798519,-4.821907395,-3.366472939,6.579732096,-0.062797984,-2.818881948,-5.446915529,-4.528180969,0.263958874,-0.18764812,-0.137780217,-0.768749327,0.446001851,0.137923777,0.219459442,0.127279819,0.916170665,1.036062679,1.073239718,0.815234934,1.00582967,1.116033604,1.275841522,0.872257809,1.125208156,0.814180743,1.198602419,1.133108991,0.89292593,-6.92072124,-8.391352561,-0.386014328,10.68693979,3.126331672,3.065432512,2.943448982,0.549925848,3.497665574,4.875177971,0.846053719,0.176707367,1.967088667,0.680837737,2.93858,1,0,0.58431462,0,0,0,0,0,0,12.54035669,13.50397992,0.58431462,13.50397992,1.594912796,4.260332601,4.889680181,1.258695162,0.064516129,24.80407315,45.31029165,33.41178225,2.34,3.685300567,14.31663544,0,1.414213562,1.843,3.341,2.707,12.933,11.33521053,1,2.152777778,1.0525,84.56,2.365,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0.271610166,-2.108582809,11.9541706,-11.34330196,-11.74808841,-4.100162295,-1.972310768,-4.426879722,-6.527998147,-8.497097915,0.31091805,-0.132913923,-0.533797414,-0.562123678,-0.167706399,-0.149755702,0.00013,-0.068369477,1.155430707,0.933504456,1.00957943,0.974089712,1.379987811,1.198247667,1.316985554,1.500737712,1.426320499,0.8362574,1.234189356,1.286090563,1.056412348,-5.377474532,-8.901399272,-0.297103204,10.65650378,3.102562199,2.934688726,2.95893625,0.687227354,3.507956242,4.611631057,0.727341576,0.14885415,1.411133156,0.51417107,2.81517,0,0,0,0,2.024289149,0,0,0,0,12.48749527,0,0,12.72648904,1.713150459,3.792905988,4.373551149,1.806451613,0.580645161,15.63015853,48.85836754,34.60968209,2.67,8.735049259,10.67898454,0.267261242,1.414213562,1.658,3.377,2.669,12.574,12.40863558,1,1.902777778,0.945,88.12,3.043,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1.713728265,4.491548582,12.2053336,-4.375293476,0.61294717,14.71952643,1.139138175,1.171009569,-1.761507081,-2.247208313,0.26314442,-0.305992256,-0.567840651,-0.683478028,0.637108907,0.230275136,0.411958364,0.202981302,0.931433629,1.175394298,1.254224062,0.778119558,0.991960503,1.075299633,1.200880938,0.991596323,1.149163422,0.726147636,1.241484315,1.181479091,0.916782617,-6.055090504,-12.27487219,-0.297103202,10.79449822,3.20063115,3.092326257,2.924954823,0.535712471,3.502345037,4.872822284,0.81904517,0.18697943,1.870863622,0.786336597,3.88638,0,0,0,0,0,0,0,0,0,12.57426034,13.94276288,0,13.94276288,1.716790564,3.923231429,4.373557262,1.433985,0.533333333,27.30526684,51.89886139,42.23200406,2.34,4.310743685,15.03302416,0,1.414213562,1.532,3.095,2.669,12.823,11.59670015,1,2.402777778,0.944722222,64.33,3.846,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1.251045443,-1.616691935,9.740843631,-5.337076208,-1.974675599,11.99529048,-3.930667885,-0.959609661,-2.853799523,-3.996905126,0.280985526,-0.180236927,-0.534986213,-0.602406833,-0.299723106,0.181630279,0.330404839,-0.147791634,1.046327433,1.17444614,1.182810894,0.70247975,0.926372956,1.125808548,1.259518711,1.22604774,1.251671282,0.679791716,1.236564805,1.327658019,1.082404754,-6.672495657,-7.151746792,-0.297103195,10.73620937,3.262626088,3.107027972,2.928217303,0.539836972,3.503765241,4.701156538,0.795669962,0.187855421,1.678413532,0.680837737,3.74728,0,0,0,0,0,0,0,0,0,12.56578878,0,0,12.8258914,2.073726834,3.76001153,4.506890596,1.710098964,0.4,24.22353626,53.94591129,42.1126885,2.45,5.508003002,12.59156807,0,1.414213562,1.547,3.125,2.787,12.922,11.54660692,1,2.090277778,0.913611111,64.33,3.887,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0.925515226,5.423582973,11.63379721,-6.44954763,-3.547126449,8.305830488,-1.734256794,-1.792850347,-4.870469823,-6.392687158,0.2375348,-0.332678211,-0.538665198,-0.681531898,0.574596194,0.171378965,0.330212926,0.182161856,0.954933699,1.129870431,1.224930067,0.787046834,1.059551183,1.093238674,1.310573624,0.984246608,1.227269178,0.77995685,1.26797538,1.178366852,0.938335134,-7.988195501,-7.590619539,-0.2971032,10.67223607,3.122739797,3.02578149,2.922031929,0.535749016,3.49339478,4.83076791,0.795669962,0.169670597,1.678413532,0.680837737,3.23298,0,0,0,0,0,0,0,0,0,12.49924557,13.48983078,0,13.48983078,1.706132128,3.91850778,4.573557262,1.57676563,0.333333333,23.94261816,48.18017489,35.63712836,2.45,5.508003002,12.59156807,0,1.414213562,1.547,3.043,2.534,12.106,11.54660692,1,2.090277778,0.913611111,64.33,3.75,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1.116403837,1.683777094,16.62019741,-8.638165153,-15.56521055,-13.41501952,3.129943354,-0.407170456,-12.68315286,-15.32805775,0.248487233,-0.191969504,-0.407856341,-0.40258758,-0.480782573,-0.430596133,-0.21913366,-0.248662269,1.278528868,1.162363887,1.040013142,0.869748637,1.25039567,1.438710977,1.384995374,1.479942177,1.422628122,1.272881417,1.263401648,1.193396155,1.538026385,-11.82890822,-6.632037611,-0.297103191,10.63142236,3.050894975,2.842262812,2.941047441,0.559870161,3.495464396,4.65435836,0.751749344,0.162743039,1.495684146,0.51417107,2.4685,0,0,0,0,0,0,1.953523925,0,0,12.49705231,0,0,12.74065287,1.953523925,3.84712821,4.574400937,1.841057197,0.469993182,14.77250008,47.40520634,32.75554148,2.78,7.138539471,11.24058363,0,1.414213562,1.534,2.878,2.525,11.831,11.46104477,1,2.027777778,0.8025,64.33,4.229,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
-0.132645826,5.219207331,6.000117803,-10.17090875,-10.51469105,-3.124985917,0.721561089,-4.499318731,-9.071383949,-11.74241088,0.115974667,-0.361047146,-0.626398282,0.074167501,0.648283552,-0.102890985,0.214284201,0.204513817,1.160678962,1.234713308,1.078150796,0.616453653,1.268775664,1.225881124,1.428630441,1.247703208,1.196033141,0.852654521,1.327302913,1.130936403,0.918141204,-7.704492634,-5.115526629,-0.297103197,10.54714002,3.045872389,2.77900053,2.90970071,0.539535164,3.4809923,4.790773765,0.751749344,0.145464274,1.495684146,0.51417107,2.57958,0,0,0,0,0,0,0,0,0,12.42297824,13.39059653,0,13.39059653,1.68650969,3.640223929,4.481727679,1.866666667,0.425162917,18.24176516,48.88976713,36.54637365,2.56,7.138539471,11.24058363,0,1.414213562,1.527,2.953,2.399,11.363,11.46104477,1,2.027777778,0.8025,64.33,3.654,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
